,neighbourhood_cleansed,accommodates,property_type,room_type,bathrooms,bedrooms,beds,price,guests_included,extra_people,security_deposit,availability_365,cancellation_policy,new_Hairdryer,new_Kitchen,new_Laptopfriendlyworkspace,new_Indoorfireplace,new_Hottub,new_baby_friendly,new_Iron,new_TV,new_family
4518,Watergraafsmeer,3,Apartment,Entire home/apt,1.0,0.0,2.0,125,1,0,0,9,moderate,0,1,1,0,0,0,1,1,1
4519,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,0,moderate,0,1,0,0,0,0,0,1,0
4521,Bos en Lommer,3,Apartment,Entire home/apt,1.0,2.0,1.0,90,3,60,0,0,flexible,0,1,0,0,0,0,1,1,1
4522,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,1,0,1,43,strict,0,1,0,0,0,0,0,1,0
4523,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,155,moderate,1,1,1,0,0,0,1,1,1
4524,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,89,1,0,0,0,moderate,0,1,0,0,0,0,0,1,0
4525,Osdorp,4,Apartment,Entire home/apt,1.0,2.0,2.0,195,1,0,0,0,moderate,0,1,0,0,1,0,0,1,1
4526,Westerpark,5,House,Entire home/apt,1.0,3.0,3.0,118,1,0,1,0,flexible,0,1,0,0,0,0,0,1,1
4527,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,1,0,moderate,0,1,0,0,0,0,0,1,0
4528,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,139,1,0,0,0,moderate,0,1,0,0,0,0,0,1,0
4529,Zuid,2,Apartment,Entire home/apt,2.0,1.0,1.0,95,1,0,0,0,strict,0,1,0,0,0,0,0,1,0
4530,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
4531,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,0,flexible,1,1,1,0,0,0,1,1,1
4532,Centrum-West,4,Apartment,Entire home/apt,2.0,2.0,2.0,121,2,20,0,0,strict,1,1,1,1,0,0,1,0,1
4534,Oud-Oost,2,Apartment,Entire home/apt,1.0,0.0,1.0,82,2,0,1,0,strict,0,1,1,0,0,0,1,1,0
4535,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,149,2,30,1,0,moderate,1,1,1,0,0,0,1,0,0
4536,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
4537,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,27,1,0,0,0,moderate,0,1,0,0,0,0,0,0,0
4538,Slotervaart,3,Apartment,Entire home/apt,1.0,2.0,2.0,90,1,0,0,0,flexible,0,1,0,0,0,0,0,1,0
4539,IJburg - Zeeburgereiland,3,Houseboat,Private room,2.0,1.0,2.0,99,2,25,0,272,strict,1,1,1,0,0,0,1,1,1
4541,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,130,2,50,1,3,moderate,1,1,1,0,0,0,1,1,0
4542,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,2.0,80,2,25,0,0,moderate,1,1,1,0,0,0,1,1,1
4543,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,30,1,0,strict,1,1,0,0,0,0,0,1,0
4544,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,flexible,1,1,0,0,0,0,1,1,1
4545,Oud-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,165,2,15,1,0,strict,0,1,0,0,0,0,0,1,1
4547,Centrum-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,160,2,35,1,3,strict,1,1,1,0,1,0,1,1,1
4548,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,120,2,30,0,0,moderate,1,1,0,0,0,0,1,1,1
4549,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,0,12,strict,0,1,0,0,0,0,0,1,0
4550,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,3,strict,1,1,1,0,0,0,1,1,1
4551,Centrum-West,2,Guest suite,Entire home/apt,1.0,1.0,1.0,100,1,0,0,207,flexible,1,1,1,0,0,1,1,1,1
4552,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,1,0,0,0,flexible,1,1,1,0,0,0,1,1,0
4553,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,25,1,0,strict,0,1,0,0,0,0,1,1,0
4554,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,87,1,30,0,8,moderate,1,1,1,0,0,1,1,1,1
4556,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,2.0,1.0,1.0,140,2,0,1,21,strict,1,1,1,0,0,0,1,1,1
4558,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,1,0,moderate,0,1,0,0,0,0,0,1,1
4559,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,99,1,0,0,0,moderate,0,1,0,0,0,0,0,0,0
4560,Centrum-Oost,3,Apartment,Entire home/apt,1.0,2.0,3.0,170,3,25,1,0,moderate,1,1,0,0,0,0,0,1,1
4561,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,0,356,moderate,1,0,1,0,1,0,1,1,1
4562,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,100,1,0,0,238,flexible,1,1,1,0,0,0,0,1,0
4563,Centrum-Oost,4,Houseboat,Entire home/apt,1.0,2.0,2.0,165,2,10,1,0,moderate,1,1,1,0,0,0,1,1,1
4564,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,2.0,1.0,125,3,0,0,0,strict,1,1,1,0,0,0,1,1,1
4565,Centrum-Oost,2,Condominium,Entire home/apt,1.0,0.0,1.0,75,1,0,0,130,moderate,1,1,0,0,0,0,0,1,0
4566,Centrum-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,120,2,20,0,242,moderate,0,1,0,1,0,0,0,1,1
4567,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,95,1,0,0,0,flexible,0,1,0,0,0,0,0,1,0
4568,IJburg - Zeeburgereiland,2,Apartment,Private room,1.0,1.0,2.0,70,1,0,0,0,moderate,1,1,1,0,0,0,0,1,0
4569,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,0,moderate,0,1,1,0,1,0,0,1,1
4570,Centrum-Oost,2,House,Private room,1.0,1.0,1.0,71,1,19,0,1,strict,1,1,0,0,0,0,0,1,1
4571,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,0,moderate,1,1,0,0,0,0,1,1,1
4572,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,2.0,165,1,0,1,0,strict,1,1,1,0,0,0,1,1,1
4573,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,0,strict,0,1,0,0,0,0,0,1,0
4574,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,149,2,59,1,72,strict,0,1,1,0,0,0,1,0,0
4575,Centrum-Oost,2,Apartment,Entire home/apt,1.0,0.0,1.0,175,1,0,1,0,moderate,1,1,1,0,0,0,1,0,0
4576,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,1,0,0,0,strict,1,1,1,0,0,0,1,1,1
4577,Oud-Noord,4,House,Entire home/apt,1.0,2.0,2.0,180,1,0,0,0,moderate,0,1,0,0,0,0,0,1,1
4578,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,2,0,1,0,strict,0,1,0,0,0,0,0,1,0
4579,De Pijp - Rivierenbuurt,2,House,Private room,1.0,1.0,1.0,65,1,0,0,0,moderate,0,1,0,0,0,0,0,1,0
4581,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,2.0,148,1,0,1,66,strict,1,1,1,0,0,0,0,1,1
4582,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,100,3,0,0,27,strict,1,1,1,0,0,0,1,1,1
4583,Zuid,4,Apartment,Entire home/apt,1.0,2.0,2.0,125,2,50,0,0,flexible,1,1,1,0,0,0,1,1,0
4584,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,80,2,35,0,198,moderate,1,1,1,0,0,0,0,0,1
4585,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,2.0,1.0,100,1,0,0,0,moderate,0,1,1,0,0,0,1,0,0
4586,Centrum-Oost,2,Townhouse,Entire home/apt,1.0,1.0,1.0,115,1,0,0,0,flexible,0,1,0,1,0,0,0,1,0
4587,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,0,4,flexible,0,1,0,0,0,0,0,1,0
4588,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,291,strict,1,1,1,0,1,0,0,1,0
4590,Oostelijk Havengebied - Indische Buurt,5,Apartment,Entire home/apt,1.0,3.0,4.0,140,1,0,0,147,flexible,0,1,0,0,0,1,0,1,1
4591,Noord-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,9,moderate,1,1,1,0,0,1,1,1,1
4592,Centrum-Oost,2,Guest suite,Private room,1.0,0.0,1.0,87,1,0,1,0,strict,1,1,1,0,0,0,1,1,0
4593,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,2.0,79,1,45,0,53,strict,1,1,1,0,0,0,1,1,1
4594,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,4.0,100,2,45,0,24,strict,1,1,1,0,0,0,1,1,1
4595,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,0,0,moderate,0,1,0,0,0,0,0,1,1
4596,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,1,0,strict,1,1,1,0,0,0,1,1,0
4597,Westerpark,2,Bed and breakfast,Private room,1.0,0.0,1.0,95,1,0,1,323,strict,1,0,0,0,0,0,0,1,1
4599,Centrum-Oost,2,Apartment,Private room,1.0,1.0,1.0,75,1,0,0,0,flexible,0,1,0,0,0,0,0,1,0
4600,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,1,0,strict,1,1,1,0,0,0,1,1,0
4601,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,0,1,1,0,0,0,1,1,0
4602,Westerpark,2,Apartment,Entire home/apt,1.0,0.0,1.0,95,1,0,1,0,flexible,0,1,0,0,0,0,0,1,0
4603,Bos en Lommer,2,Apartment,Private room,2.0,1.0,1.0,75,1,0,0,0,moderate,0,1,0,0,0,0,0,0,0
4604,IJburg - Zeeburgereiland,1,Apartment,Private room,1.0,1.0,1.0,40,1,0,1,0,strict,1,1,1,0,0,0,1,1,1
4605,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,0,0,flexible,0,1,0,0,0,0,0,1,0
4606,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,2,25,1,6,strict,1,1,1,0,0,0,0,1,1
4607,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,180,1,0,1,0,strict,0,1,1,0,0,0,0,1,1
4608,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,130,2,30,1,0,strict,0,1,1,0,0,0,0,1,1
4609,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,2.0,2.0,4.0,150,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
4610,Oud-Noord,4,Apartment,Entire home/apt,2.0,3.0,2.0,125,2,10,1,0,strict,1,1,0,0,0,0,1,1,1
4611,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,84,1,0,0,0,moderate,0,1,0,0,0,0,0,0,0
4612,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,165,1,0,0,17,moderate,1,1,1,0,0,0,1,1,0
4613,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,strict,0,1,0,0,0,0,1,1,0
4614,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,127,2,10,0,0,moderate,0,1,0,0,0,0,0,0,1
4615,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,3.0,195,1,0,1,0,strict,1,1,1,0,0,0,0,1,1
4616,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,0,0,strict,0,0,0,0,0,0,0,0,0
4617,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,58,1,0,0,211,strict,1,0,1,0,0,0,1,1,1
4618,Centrum-Oost,2,Apartment,Private room,1.0,1.0,1.0,69,2,15,1,0,flexible,0,1,0,0,0,0,0,0,0
4619,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,2,0,0,0,strict,0,1,0,0,0,0,1,1,0
4621,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,2.0,2.0,195,3,0,1,0,moderate,0,1,1,0,1,1,1,1,1
4622,De Pijp - Rivierenbuurt,1,Apartment,Entire home/apt,1.0,2.0,2.0,70,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
4623,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,185,4,0,0,0,strict,1,1,0,0,0,0,1,1,0
4624,Oud-Oost,4,Condominium,Entire home/apt,2.0,3.0,2.0,129,2,24,1,0,moderate,1,1,1,1,1,1,1,1,1
4625,Oud-Oost,3,Houseboat,Entire home/apt,1.0,1.0,1.0,140,2,60,1,21,moderate,1,1,1,1,0,0,1,1,0
4626,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,1,0,0,0,moderate,1,1,1,0,0,1,1,1,1
4627,De Baarsjes - Oud-West,2,Townhouse,Private room,1.0,1.0,1.0,89,2,99,0,309,moderate,1,0,1,0,0,0,1,0,0
4628,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,79,1,0,0,0,moderate,0,1,0,0,0,0,0,1,0
4629,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,2,30,0,0,strict,0,1,0,0,0,0,0,1,1
4630,Zuid,4,Apartment,Entire home/apt,1.0,3.0,4.0,180,1,0,1,0,moderate,0,0,0,0,0,0,0,0,1
4631,Zuid,2,Apartment,Entire home/apt,2.0,2.0,1.0,165,2,0,0,0,flexible,0,1,0,0,0,0,0,1,1
4632,Zuid,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,2,35,0,0,moderate,1,1,1,0,0,1,1,1,1
4634,Zuid,1,House,Private room,2.0,1.0,1.0,28,1,0,1,0,strict,0,1,0,0,1,0,0,1,0
4635,De Baarsjes - Oud-West,1,Townhouse,Entire home/apt,1.0,1.0,1.0,49,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
4636,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,0,2,moderate,1,1,1,0,0,0,1,1,0
4638,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,0,0,0,moderate,0,1,1,0,0,0,1,1,0
4639,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,2.0,2.0,130,2,25,0,119,strict,1,1,1,0,0,1,1,1,1
4640,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,1,0,0,0,moderate,1,1,1,0,0,0,1,1,0
4641,Centrum-Oost,4,Apartment,Private room,1.0,1.0,4.0,129,4,150,0,0,strict,1,1,0,0,0,0,1,1,0
4642,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,70,2,0,0,0,strict,1,1,1,1,1,0,1,1,0
4645,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,90,1,0,0,0,moderate,0,1,0,0,0,0,0,0,0
4646,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,25,1,18,strict,0,1,1,0,0,0,1,1,0
4648,Zuid,2,Apartment,Entire home/apt,1.0,0.0,1.0,100,1,0,0,0,moderate,0,1,0,0,0,0,0,1,0
4649,Oud-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,160,4,30,1,0,moderate,0,1,1,0,0,0,1,1,1
4650,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,0,0,flexible,0,1,0,0,0,0,0,1,1
4651,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,2,20,0,23,strict,0,1,0,0,0,0,0,1,0
4652,Westerpark,4,Apartment,Entire home/apt,1.0,3.0,2.0,120,2,40,0,75,moderate,0,1,0,0,0,0,0,1,1
4653,De Baarsjes - Oud-West,4,House,Entire home/apt,1.0,2.0,2.0,105,2,15,0,0,flexible,1,1,1,0,0,0,1,1,0
4654,Zuid,2,Apartment,Private room,1.0,1.0,1.0,40,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
4656,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,moderate,1,1,1,0,0,0,0,1,1
4657,Bos en Lommer,2,Apartment,Entire home/apt,2.0,1.0,1.0,100,1,0,0,0,moderate,0,1,0,0,0,0,1,1,0
4658,Centrum-West,2,Apartment,Private room,1.0,1.0,2.0,120,1,0,0,0,flexible,0,1,0,0,0,0,0,1,0
4659,Zuid,4,Apartment,Entire home/apt,1.0,2.0,2.0,99,2,65,1,0,flexible,0,1,1,0,0,0,1,1,0
4660,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,2,0,1,0,flexible,1,1,1,0,0,0,1,1,0
4661,Bos en Lommer,2,Apartment,Private room,1.0,1.0,1.0,99,1,0,1,2,strict,0,0,0,0,0,0,0,0,0
4662,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,0,0,moderate,1,1,1,0,0,0,1,1,0
4663,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,170,1,0,1,95,flexible,0,1,0,0,0,0,1,1,1
4665,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,0,169,strict,1,1,1,0,0,0,1,1,0
4666,Zuid,4,Apartment,Entire home/apt,1.0,3.0,3.0,125,1,0,0,0,strict,1,1,1,0,1,1,1,1,1
4667,Watergraafsmeer,1,Apartment,Entire home/apt,1.0,0.0,1.0,55,1,0,0,0,flexible,0,1,0,0,0,0,0,0,1
4668,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,111,1,0,0,0,flexible,1,1,1,0,0,0,1,1,1
4669,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,2,30,1,0,strict,0,1,1,0,0,0,1,1,0
4670,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,91,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
4672,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,333,moderate,1,1,1,0,0,0,1,1,0
4673,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,40,0,36,strict,1,1,1,0,1,1,1,1,1
4674,Oud-Oost,3,Apartment,Entire home/apt,2.0,2.0,1.0,180,2,30,1,4,strict,1,1,1,0,0,0,1,1,0
4675,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,0,0,moderate,0,1,1,0,0,0,0,1,1
4676,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,2.0,2.0,2.0,100,1,8,1,0,strict,1,1,1,0,0,1,0,1,1
4677,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,strict,1,1,0,0,0,0,1,1,0
4679,Westerpark,4,Apartment,Entire home/apt,2.0,2.0,2.0,125,1,0,1,0,moderate,0,1,1,0,0,1,1,1,1
4680,Slotervaart,2,Apartment,Private room,2.0,1.0,1.0,60,1,0,0,0,flexible,0,1,0,0,0,0,0,0,1
4681,Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,75,1,0,1,59,moderate,1,1,1,0,0,0,1,1,1
4682,De Baarsjes - Oud-West,5,Apartment,Entire home/apt,1.0,2.0,4.0,156,4,35,1,0,strict,0,1,0,0,0,0,0,1,1
4684,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,88,2,20,0,0,strict,0,1,0,0,0,0,0,1,0
4685,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,moderate,1,1,1,0,0,0,1,1,1
4687,Oud-Noord,4,Townhouse,Entire home/apt,2.0,2.0,4.0,184,1,0,1,308,strict,1,1,1,0,1,0,1,1,0
4688,Zuid,3,Apartment,Entire home/apt,1.0,2.0,3.0,170,1,20,1,0,strict,1,1,1,0,0,0,1,1,1
4689,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,0,0,moderate,1,1,1,0,0,0,1,1,0
4690,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,2.0,3.0,170,2,0,1,101,moderate,1,1,0,0,1,0,1,1,1
4691,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,1,0,0,0,flexible,0,1,0,0,0,0,0,1,1
4692,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,1,10,moderate,0,1,0,0,0,0,0,1,1
4693,De Pijp - Rivierenbuurt,1,Apartment,Private room,2.0,1.0,1.0,50,1,50,1,0,moderate,1,1,1,0,0,0,1,1,1
4694,Oud-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,185,1,0,0,15,moderate,1,1,1,0,0,0,1,1,0
4695,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,1,0,0,193,moderate,0,1,0,0,0,0,0,0,0
4696,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,2,40,1,3,strict,0,1,1,0,0,0,1,0,0
4697,Centrum-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,75,1,0,1,0,flexible,1,1,1,0,0,0,1,1,0
4698,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,60,1,0,0,0,flexible,0,1,0,0,0,0,0,1,0
4700,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,1,0,1,362,flexible,1,1,1,0,0,0,0,1,1
4702,Noord-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,95,1,0,1,229,strict,1,1,1,0,0,1,1,1,1
4703,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,0.0,1.0,75,1,0,0,0,strict,0,1,0,0,0,0,0,1,0
4704,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,0,strict,0,1,1,0,0,0,1,1,0
4705,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,1,0,0,0,flexible,0,1,0,0,0,0,0,1,1
4706,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,115,2,0,1,0,moderate,1,1,1,0,0,0,1,1,1
4707,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,1,0,flexible,1,1,1,0,0,0,1,1,0
4709,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,1,25,1,291,flexible,0,1,1,0,0,0,1,1,0
4710,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,0,0,strict,1,1,1,0,0,0,0,0,0
4711,Centrum-West,2,House,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,strict,0,1,0,0,0,0,0,1,0
4712,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,169,4,0,1,43,moderate,0,1,0,0,0,0,0,1,1
4713,Bos en Lommer,4,Apartment,Private room,1.0,1.0,1.0,140,1,0,0,0,flexible,1,1,1,0,0,0,1,1,1
4715,IJburg - Zeeburgereiland,2,House,Private room,1.0,1.0,1.0,75,1,0,0,0,flexible,0,1,0,0,0,0,0,0,1
4716,Noord-Oost,4,House,Entire home/apt,1.0,4.0,4.0,139,1,0,1,0,moderate,1,1,1,0,1,1,1,1,1
4717,Westerpark,4,Apartment,Entire home/apt,1.0,3.0,1.0,145,1,0,0,0,moderate,0,1,0,0,1,1,1,1,1
4718,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,30,0,0,moderate,1,1,1,0,0,0,1,0,1
4719,Oud-Oost,3,Apartment,Entire home/apt,1.0,1.0,1.0,149,2,20,0,0,strict,1,1,0,0,0,0,1,0,0
4720,Oud-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,99,2,30,0,59,moderate,0,1,1,0,0,0,1,0,1
4721,De Baarsjes - Oud-West,2,Townhouse,Private room,1.0,1.0,1.0,80,1,0,0,0,flexible,1,0,0,0,0,0,0,0,0
4723,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,1,0,1,0,strict,0,1,1,0,0,0,0,1,0
4724,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,1,1,1,0,0,0,1,0,0
4725,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,0,1,0,0,0,0,0,1,0
4726,Slotervaart,4,Loft,Entire home/apt,1.0,3.0,4.0,130,3,0,0,3,moderate,1,1,1,0,1,0,1,1,1
4727,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,2.0,2.0,199,1,0,0,0,moderate,0,1,0,0,0,0,0,1,0
4728,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,1.0,1.0,160,2,50,1,214,moderate,1,1,1,0,0,0,1,0,0
4729,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,101,1,0,1,0,strict,1,1,1,0,0,1,0,1,0
4730,Bos en Lommer,4,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,1,0,strict,0,1,0,0,0,0,0,1,0
4731,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,80,1,0,0,12,moderate,1,1,1,1,1,0,1,1,0
4733,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,84,1,0,1,6,strict,1,1,1,0,0,0,1,1,0
4734,Buitenveldert - Zuidas,2,Apartment,Private room,2.0,1.0,1.0,65,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
4735,Noord-West,2,House,Entire home/apt,1.0,1.0,1.0,99,2,0,1,0,moderate,1,1,1,0,0,0,1,1,1
4736,Centrum-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,140,2,25,1,284,strict,1,1,1,0,0,1,1,1,1
4738,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,115,1,0,0,291,moderate,0,1,0,0,0,0,0,1,0
4739,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,65,1,0,1,0,moderate,0,0,0,0,0,0,0,1,1
