name,neighbourhood_cleansed,accommodates,property_type,room_type,bathrooms,bedrooms,beds,price,latitude,longitude
Cosy house close to Amstel river & City center,Oud-Oost,2,House,Entire home/apt,1.0,1.0,1.0,100,52.34975224857689,4.913256661714975
Charming flat @ Prinsengracht Canal,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,52.36167019291665,4.8912949890663535
Fall in love with Amsterdam,Oud-Oost,2,Apartment,Entire home/apt,1.0,0.0,1.0,84,52.359820671236704,4.908867461743669
Light & centrally located apartment,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,52.3474120985066,4.914452717569311
"Great apartment, wonderful neighbhd",De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,3.0,3.0,175,52.355697299880894,4.8982310011360415
Beautiful bright app Amsterdam/w room for child,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,2.0,2.0,120,52.363751488836314,4.850903583400085
Unique architects house on a dike,Noord-Oost,4,House,Entire home/apt,1.0,3.0,3.0,130,52.386734721980496,4.959109987358877
Patio-house with sun terrace ,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,52.3714816378747,4.939537593030174
"100m2 17th century mansion, canal district",Centrum-West,2,House,Entire home/apt,2.0,1.0,1.0,145,52.377748797181034,4.890974691284458
Romantic historic house in centre,Centrum-West,2,House,Entire home/apt,1.0,1.0,1.0,131,52.369597065223296,4.89693380123891
New: Big house with terrace!,De Pijp - Rivierenbuurt,3,Apartment,Private room,2.0,1.0,2.0,90,52.345050433073986,4.8978201160527215
Where love lives in Amsterdam,Zuid,4,Apartment,Entire home/apt,1.0,1.0,2.0,155,52.35131813541497,4.885977873199203
Luxurious familyhouse with garden,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,3.0,3.0,3.0,245,52.36191636990178,4.875257773718082
Renovated room in historical building,De Baarsjes - Oud-West,2,Loft,Private room,1.0,1.0,1.0,95,52.368117080849885,4.872586961556274
Private Modern Room + Sunny Terrace,Noord-Oost,2,Apartment,Private room,2.0,1.0,1.0,54,52.40383082087025,4.938426697218918
Beautiful house old south,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,91,52.34555323003645,4.8675968385274775
"Trendy, big apartment in Amsterdam",De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,52.35038616325885,4.889197134845936
Spacious whole apartment with vide,Oud-Noord,3,Apartment,Entire home/apt,1.0,2.0,2.0,149,52.3915872895906,4.912179167587941
Canal house,Centrum-West,4,Townhouse,Entire home/apt,1.0,4.0,6.0,288,52.374581145343974,4.881161484408687
"Spacious, charming, voted best location by locals!",De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,1.0,130,52.36825518467926,4.8666355414870655
Stylish apartment in upcoming east!,Oud-Oost,3,Apartment,Entire home/apt,1.0,2.0,2.0,175,52.355422946059655,4.919521215145503
Familyhome w/garden near citycenter,Westerpark,4,Apartment,Entire home/apt,1.0,3.0,3.0,175,52.38649964060579,4.882372255947948
Private apartment with private bathroom and garden,De Baarsjes - Oud-West,2,Guest suite,Private room,1.0,1.0,2.0,110,52.36239885784446,4.8730793404121995
Friendly and private apartment near the center!,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,100,52.37117774831054,4.850064965261142
Modern City Apartment,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,134,52.371697589182,4.863766013091525
Lovely Apartment in Oost near Artis Zoo,Oud-Oost,3,Apartment,Entire home/apt,1.0,2.0,2.0,160,52.363316805939704,4.923693410270741
Apartment at excellent spot!,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,52.354463066755464,4.841419599259772
"Spacious, luxury apartment 2p",IJburg - Zeeburgereiland,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,52.34995827865973,5.007141962629014
charming house with a private garde,De Pijp - Rivierenbuurt,2,House,Entire home/apt,1.0,2.0,1.0,64,52.34160407246742,4.9027080384724995
Renovated Studio for rent!,Bos en Lommer,2,Loft,Entire home/apt,1.0,0.0,1.0,81,52.37319573129782,4.844470884532342
B&B Stars Dreams Stay Centrum,Centrum-West,4,Bed and breakfast,Private room,1.0,2.0,2.0,175,52.37629549812524,4.896156148592015
Great Canal View Studio!,De Pijp - Rivierenbuurt,1,Guest suite,Private room,1.0,1.0,1.0,85,52.350865621420404,4.9065687207199975
Cosy and in a great location,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,52.36665088502738,4.8736520350893615
"Cozy apt. Westerpark, sun balcony!",Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,105,52.38338517117976,4.8716204753672425
Lovely basics near Albert Cuyp ,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,0.0,1.0,90,52.357409593695095,4.897811423481876
SALE! Loft apartment & Garden :),Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,175,52.36892140388075,4.878365128582853
"Light, cosy apt. in the Jordaan!",Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,195,52.38046307585212,4.886318858327766
Great renovated apartment. close to city centre,Oud-Oost,4,Apartment,Entire home/apt,1.0,1.0,1.0,100,52.35799100065507,4.915237836523708
Ruim huis met twee etages en tuin,Zuid,4,Apartment,Entire home/apt,1.0,3.0,4.0,200,52.350612332123966,4.8762138256669045
Stylish apartment near Vondelpark,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,52.35617832154308,4.872132187023793
Cosy Amstel guesthouse with garden,De Pijp - Rivierenbuurt,2,Other,Private room,1.0,1.0,2.0,49,52.33382410790579,4.901956884906612
Cental Located Canal House,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,52.36960169903082,4.882595684442605
Spacious Apartment close to centre and Vondelpark,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,70,52.36267836668233,4.853018045555284
Quiet charm near Artis zoo in Amsterdam center,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,118,52.3645852611674,4.9153340538514385
BIG CLEAN HOUSE IN CITY  CENTRE,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,159,52.37569363609464,4.89874012602882
Apartment next to the park,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,2.0,90,52.390713768446716,4.876309563702876
Family apartment near city & beach,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,1.0,2.0,4.0,92,52.35979504433132,4.992020266650832
Vondelpark/Museumplein next door...,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,3.0,180,52.361897904153004,4.875935415633036
"Quiet apartment, free parking!",Oud-Noord,4,Apartment,Entire home/apt,1.0,1.0,2.0,115,52.384042734531434,4.9146379055405385
Spacious apartment near city center,Watergraafsmeer,3,Apartment,Entire home/apt,1.0,1.0,2.0,99,52.3505850049679,4.9228667487332425
Quiet summer apartment,Bijlmer-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,50,52.32458474291976,4.978723905390833
Cute cozy 1BD apt in Amsterdam city,Westerpark,3,Apartment,Entire home/apt,1.0,1.0,1.0,119,52.379158044816506,4.870560919149533
Pleasant and practical in 'de Pijp',De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,52.35131264738428,4.89165752107126
Modern 1-bedroom apartment for 4p,Oud-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,127,52.356747762699506,4.916720520100771
Trendy private apartment citycentre,Osdorp,2,Apartment,Entire home/apt,1.0,1.0,1.0,90,52.351964540841465,4.8018139109301154
Lovely apartment with sunny balcony,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,60,52.378177569191216,4.854895653906731
"Luxurious, large 2-bedroom apartment 90m2 (2)",Slotervaart,3,Apartment,Entire home/apt,1.0,2.0,2.0,115,52.35583253290393,4.838843679919458
Cozy apt near Jordaan & canal view!,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,52.366042718943035,4.86954618264117
UNIQUE HOLIDAY FEELING NEAR C.S.  ,Oud-Noord,3,House,Entire home/apt,1.0,1.0,3.0,135,52.3909654163362,4.907947218706043
Private and charming apartment!,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,100,52.36143509385328,4.864990255224713
Cozy appartment in Amsterdam-West,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,52.37171016985236,4.857165582822229
"Super cosy, centre A'dam, quiet",Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,119,52.37457037524128,4.881779088992936
COZY AND ARTSY GROUNDFLOOR APARTMENT,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,69,52.38778135388213,4.878909764169049
Bright and well located apartment!,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,52.37042443477088,4.866969884104507
Cosy Apartment in Central Amsterdam,Centrum-West,3,Apartment,Entire home/apt,1.0,1.0,1.0,125,52.36685108157936,4.890557112802877
Manikomio B&B 2,Centrum-West,2,Bed and breakfast,Private room,2.0,1.0,2.0,125,52.37305205051579,4.8944935336569335
Light & Fun apt. in lively Amsterdam Oost area,Oud-Oost,2,Apartment,Entire home/apt,1.0,2.0,2.0,160,52.35649052453138,4.925102920095464
Wonderful spacious apartment with roof terrace,Bos en Lommer,4,Apartment,Entire home/apt,2.0,2.0,2.0,140,52.373914984776675,4.848196263044104
Peaceful house with large garden in A'dam Noord,Oud-Noord,3,House,Entire home/apt,2.0,2.0,2.0,110,52.391087116564094,4.9436044687666785
Unique appartment with sunny garden,Zuid,3,Apartment,Entire home/apt,1.0,2.0,2.0,150,52.35542456569331,4.868390824199475
Beautiful Bedroom with balcony,Westerpark,2,Apartment,Private room,1.0,1.0,1.0,87,52.37650678895058,4.874786787712692
Individual Bedroom in Cozy Aptmt,Westerpark,1,Apartment,Private room,1.0,1.0,1.0,77,52.376440981098135,4.873472240939892
Colourful penthouse with large roof garden,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,120,52.373488583454225,4.848181445456006
City Center Historical Museum A'dam,Centrum-West,3,Townhouse,Private room,1.0,1.0,2.0,180,52.3708717944732,4.890495026194563
Charming dikehouse A'dam North - incl. 4 bikes!!,Noord-Oost,4,House,Entire home/apt,1.0,2.0,4.0,125,52.386550947886974,4.955695705146791
Cute place in popular Westerpark,Westerpark,3,Apartment,Entire home/apt,1.0,2.0,2.0,120,52.39094419614683,4.8767626735024105
Amazing City Center Apartment - roofdeck!,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,2.0,200,52.37047490392514,4.872756421951925
NICE BEDROOM FOR NICE GUESTS.,Osdorp,2,Apartment,Private room,1.0,1.0,1.0,60,52.349686866440656,4.799003412605021
Comfortable stay in museum district,Zuid,2,Apartment,Private room,1.0,1.0,2.0,110,52.35590133499546,4.881235574891128
Spacious and light A'dam apartment,Noord-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,75,52.40404201541715,4.900853956913756
Cosy apartment next to city centre,Oud-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,139,52.358637633659846,4.9139118680456
"Charming, Cute & Convenient Big House with Garden",Westerpark,4,House,Entire home/apt,1.0,3.0,4.0,200,52.384471343666924,4.8662294550005845
Cocos Outback amazing Rooftop view ,Centrum-Oost,4,Apartment,Entire home/apt,2.0,3.0,5.0,220,52.364882732913905,4.894167126844664
Light apartment with canal view,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,2.0,1.0,1.0,108,52.349007438423435,4.88715859402598
Cute apartment with balcony in sun ,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,52.3549131048874,4.917501400192373
ENJOY THE JORDAN/AMSTERDAM!,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,190,52.37602572515415,4.878612249559584
"Next to the fun, far from the noise",Bos en Lommer,2,House,Private room,2.0,1.0,1.0,40,52.38366700360275,4.847544761162434
Cosy apartment near Vondelpark,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,52.361098536563254,4.8618915909063665
Child friendly lovely ap w/ garden,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,1.0,95,52.36069105387715,4.864295258925682
Big room with garden in quiet neighborhood!!,Noord-West,2,House,Private room,1.0,1.0,1.0,80,52.408300403518496,4.891539891443221
Luxury  apartment for 4 to 6  close to the  center,Oud-Oost,5,Apartment,Entire home/apt,1.0,2.0,5.0,200,52.35739670093172,4.90868054601071
Beautiful place @ Amstel-river,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,2.0,119,52.35412180781499,4.906827023138491
Monumental 2 bedroom apartment in city centre,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,235,52.3693822223606,4.90654350808225
2 pers bedroom | Close to center,Bos en Lommer,2,Apartment,Private room,1.0,1.0,1.0,65,52.37876425764385,4.856728820048075
Apt. in great area Amsterdam,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,52.382587306987226,4.874046603998614
On the prettiest canal in Amsterdam,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,200,52.377409004220645,4.884242466141687
Cosy apt. in center of Amsterdam,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,52.38138355469285,4.8887380859826965
Boutique studio apartment in the 'Pijp',De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,0.0,1.0,150,52.354335710481074,4.888549685351035
Lovely whole appartment in South of Amsterdam,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,52.34700099359961,4.8476752750268295
Luxurious family canal house with garden,Centrum-West,4,Townhouse,Entire home/apt,1.0,2.0,2.0,250,52.380624458593395,4.88074423081449
Spacious modern apartment 100 m2,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,4.0,100,52.37562816359886,4.839576203512107
Canal apartment on a prime spot,Centrum-West,3,Apartment,Entire home/apt,1.0,2.0,2.0,197,52.36818825659432,4.883897546998255
Spacious apartment in vivid Pijp,De Pijp - Rivierenbuurt,2,Loft,Private room,1.0,1.0,2.0,100,52.355429745847005,4.8937528476340875
VIEJO  AMSTERDAM,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,190,52.3757250090051,4.87870213172981
Luxerious apartment close to Jordaan,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,225,52.37690143537196,4.8740893775374605
NICE BEDROOM FOR NICE GUESTS.,Osdorp,2,Bed and breakfast,Private room,1.0,1.0,1.0,100,52.35080967561254,4.800843263069415
A beauty full Amsterdam room ,De Baarsjes - Oud-West,2,Condominium,Private room,1.0,1.0,1.0,75,52.365494655698654,4.878335040483871
Private Single Bedroom - Old West,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,42,52.37330273593554,4.856443118796835
"Beautiful, spacious light house on Ijburg!",IJburg - Zeeburgereiland,5,House,Entire home/apt,1.0,3.0,3.0,189,52.347477399364564,5.008620775558668
Nice modern apartment in old building in Amsterdam,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,52.36549266121222,4.937724695389413
"Beautiful house with garden | Pijp, Park, Center",De Pijp - Rivierenbuurt,2,House,Entire home/apt,1.0,1.0,1.0,129,52.35350058040034,4.8902602275309
"Beautiful appartement, in cosy neighborhood",De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,2.0,2.0,100,52.36821371988059,4.85249291733797
Cosy Amsterdam Garden Appartment,Westerpark,3,Apartment,Entire home/apt,1.0,1.0,2.0,95,52.37758732009856,4.87713696279121
"Great 55M2 apartment in ""De Pijp""",De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,52.35215401882183,4.895174772827789
Familiehuis met romantische tuin.,Buitenveldert - Zuidas,4,Townhouse,Entire home/apt,1.0,3.0,5.0,160,52.32475802632457,4.873871962721626
Beautiful apt @the best area of A'dam!!,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,52.35543521303784,4.896435696271914
"3room app with great view, near centre",De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,2.0,3.0,99,52.37332661996231,4.86392179194568
Lovely apartment in central area,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,52.37819701176671,4.8693323355233815
Space and light on two floors,Zuid,4,Apartment,Entire home/apt,1.0,2.0,3.0,99,52.35078716972864,4.849383655926826
Your special place near Vondelpark,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,52.36659341608949,4.859018348137206
"Cozy apartment near Mercator Square, 55m2",De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,174,52.36587503699559,4.8510322620451305
Modern and clean apartment (70m2),De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,52.372914202009184,4.858171793088721
Sunny & Bright Vondelpark app.,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,130,52.35519928461998,4.85199220881962
Super located luxurious apartment!,Westerpark,3,Apartment,Entire home/apt,1.0,2.0,2.0,120,52.378766838128655,4.87600290390604
Amsterdam IJ Harbor view,Westerpark,2,Bed and breakfast,Private room,2.0,1.0,1.0,110,52.39009969382353,4.891511404763425
Great appartment next to Vondelpark,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,52.35456370160301,4.853150363622535
Beautiful apartment with garden!,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,95,52.36000564115811,4.861565697230006
Comfortable bedroom in a cosy flat ,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,60,52.34293426558529,4.908829950395798
Cosy city apartment + sunny garden!,Bos en Lommer,4,Apartment,Entire home/apt,1.0,1.0,2.0,115,52.37617419133996,4.862353257926149
Studio near Vondelpark Amsterdam,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,65,52.35912023209555,4.852246644142635
Cosy apartment with a superb view,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,70,52.37525210017265,4.903329270370289
CENTRAL authentic cozy comfy room,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,65,52.37161056951927,4.87616821075765
Bright apartment in vibrant area,Oostelijk Havengebied - Indische Buurt,4,Condominium,Private room,1.0,2.0,2.0,110,52.36272180351572,4.941376217342731
Lovely family house near the Center,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,3.0,4.0,175,52.35362359101028,4.9017957803016845
Amazing Family home on River Amstel,De Pijp - Rivierenbuurt,6,Townhouse,Entire home/apt,2.0,3.0,4.0,250,52.3519290175246,4.908328610253173
Private Studio on a houseboat; with windmill views,Centrum-Oost,2,Boat,Private room,1.0,1.0,1.0,145,52.36636620726039,4.9211637126456536
Luxury family home in city center/100m2,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,3.0,249,52.36245474321321,4.90117043746605
Spacious Apt with 2 balconies close to Vondelpark,Slotervaart,4,Apartment,Entire home/apt,1.0,2.0,2.0,140,52.35449935825688,4.83279137229891
Luxurious & Bright Apartment A'dam,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,52.351574432356884,4.890518740228654
Modern two bedroom apt 9th floor,Slotervaart,2,Apartment,Private room,1.0,1.0,1.0,85,52.358204844393036,4.831908984780215
Lovely family house with garden,Oud-Noord,4,House,Entire home/apt,2.0,2.0,4.0,130,52.39580296267911,4.914895203320146
Cozy apartment near the Vondelpark!,Centrum-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,112,52.370545498033174,4.877663995358382
Great Apt+Garden Amsterdam Holiday,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,2.0,3.0,3.0,109,52.34228319175804,4.89859390901552
Loft 90m² with unique relaxing net.,Zuid,4,Loft,Entire home/apt,1.0,3.0,1.0,150,52.35494808818271,4.852174408926816
Canal side apartment w/roof terrace,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,52.3676910277737,4.8914878647758915
"Picturesque, quiet, free parking",Noord-West,2,House,Private room,1.0,1.0,1.0,80,52.41644882082157,4.899884972129541
Lovely appartment near Vondelpark & Leidse Square!,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,131,52.360738201781494,4.857872208037072
Lovely light canal apartment,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,175,52.37866772392873,4.861525988183254
"Nice, cosy appartement with garden",Oud-Oost,2,House,Entire home/apt,1.0,1.0,1.0,80,52.360063593143,4.9268186130511955
Best View in Amsterdam- 4 Nite Min.,Centrum-Oost,2,Apartment,Entire home/apt,1.0,0.0,1.0,137,52.364452174071864,4.920573641719148
Roof top terrace apartment in trendy AmsterdamWest,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,165,52.373964837242184,4.859111277718172
Eco Barge - authentic & charming,Noord-Oost,2,Boat,Entire home/apt,1.0,1.0,2.0,90,52.38321681317853,4.964143576125548
"Beautiful apartment @ best corner, Museum Quarter",Zuid,3,Apartment,Entire home/apt,1.0,2.0,2.0,130,52.355532314236,4.873707109106843
Typical Amsterdam Apartment,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,1.0,3.0,90,52.34170124955396,4.902314255660137
Stunning apartment in Amsterdam,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,2.0,1.0,150,52.36576951734328,4.859597144933908
Het kermisbed,Centrum-Oost,4,Bed and breakfast,Private room,1.0,0.0,3.0,120,52.36222217148515,4.891570715911353
Cosy & central 2 bedr app Jordaan!,Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,229,52.37501242072886,4.880500456700715
"Super Stylish Apartment in City Center, by Canals",De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,189,52.3657844202398,4.875501718687373
Luxury apartment. Prime location,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,4.0,289,52.36360572447136,4.889527106465251
Cozy apartment close to the centre,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,52.36959308370381,4.87488397053016
Charming apartment @ great location,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,2.0,175,52.362597639708525,4.911463728167258
"Hip, comfortable and lovely apt. in the Jordaan!",Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,210,52.37680917442593,4.879358342298532
Centrally located: Lovely Canal Studio,Centrum-Oost,2,Loft,Entire home/apt,1.0,0.0,1.0,135,52.37483360661104,4.904003238413906
"Nice room in east, view on water",Oostelijk Havengebied - Indische Buurt,2,Apartment,Private room,1.0,1.0,1.0,65,52.36936539479369,4.937919264114172
New clean and light apartment,Centrum-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,145,52.371165992295275,4.929817933982439
Modern Scandinavian loft @ De Pijp!,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,140,52.34714752255201,4.891472994721095
Sunny wine lovers' place + garden,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,92,52.348165263997316,4.8605979808774435
Spacious family house with garden,De Pijp - Rivierenbuurt,7,House,Entire home/apt,3.0,4.0,5.0,210,52.34013809167615,4.893730031506506
Peace & Happiness,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,52.37537371137316,4.8722811325662985
Knus appartement midden in de pijp,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,52.35596769391917,4.891900798993199
"Spacious, fully equipped, Jordaan",Centrum-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,225,52.37823094937389,4.8808146399348376
Apartment with roofterrace,Watergraafsmeer,4,Apartment,Entire home/apt,1.0,2.0,2.0,95,52.35727079417469,4.935932179327877
Spacious & light 2 b-room apartment,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,170,52.37871253322032,4.8518614086295
Centrum Located Apartment,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,160,52.37306806341395,4.869789159021744
Cosy studio/garden house Amsterdam,Noord-Oost,2,Other,Entire home/apt,1.0,0.0,1.0,90,52.377046728174655,4.988033373359508
Lovely appartment in trendy East ,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,52.35126081741887,4.918177956791938
Light apartment with canal view,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,52.36329555205394,4.859493586580649
Cosy light bedroom with balcony,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,100,52.361285562902644,4.863010939388982
Modern & cosy Amsterdam apartment @ Javastreet,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,52.36409325878237,4.938666961456616
Cosy Little Workers House ,Oud-Noord,2,House,Entire home/apt,1.0,1.0,1.0,75,52.388068192850106,4.928151531575035
Large Self-Cateringapt -Adam Centre,Bos en Lommer,3,Apartment,Entire home/apt,1.0,2.0,2.0,70,52.37662475547365,4.859423733960554
Amsterdam; IJburg,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,1.0,2.0,2.0,105,52.35448244839503,5.003087685812859
Caspar's apartment,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,52.357890236116674,4.856826961244924
Independent private loft @Vondelpark near centre,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,0.0,1.0,80,52.3603076312584,4.863053580567218
THE WESTERPARK APARTMENT,Westerpark,4,Apartment,Entire home/apt,1.0,2.0,2.0,210,52.3889654574141,4.879618425855571
Spacious Family House with Garden near the RAI!,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,2.0,2.0,5.0,115,52.346639430468855,4.890478197886608
The white room a/t rooftopterrace (East-A'dam),Watergraafsmeer,2,House,Private room,1.0,1.0,1.0,99,52.3535575764794,4.940311701864037
HOUSEBOAT Westerdok 25,Centrum-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,140,52.3853441579558,4.8924299634485475
Nice room close to city centre,De Baarsjes - Oud-West,2,Bed and breakfast,Private room,1.0,1.0,1.0,40,52.362145394327726,4.864364687267185
Cozy apartment near Vondelpark,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,160,52.36027925397666,4.8611099192101115
Bright and sunny apartment ,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,52.37108191441514,4.870512990915307
Luxurious apartment near the canals,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,180,52.350655143986636,4.912990618134157
Mini Penthouse at the Famous Amstel,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,52.33948078465101,4.920138488542997
2 bedr apartment (110m2) in center,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,246,52.36017426176283,4.864637239011367
cozy small apartment. Very central,Centrum-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,125,52.36782045022473,4.891643055002972
Stylish and spacious (100m2) monumental apt.,Centrum-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,250,52.381578702378214,4.891615195071416
Nice apartment near Westerpark!,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,93,52.38833914917801,4.881904550209362
Spacious two bedroom apartment with garden,De Pijp - Rivierenbuurt,5,Apartment,Entire home/apt,1.0,2.0,2.0,225,52.34740601238597,4.905183566506576
